Date,Dealer Name,Commercial Center,District,Item Name,Category,Quantity,Item Cost,Total Cost,Tax Percentage,Total GST,Grand Total
44655.0,Madhava Traders,Vijayawada,Krishna,Shovels S Q 4 Light Wt.,null,48.0,434.0,20832.0,0,0.0,20832.0
44655.0,Madhava Traders,Vijayawada,Krishna,Hoe Fork with 12" Handle,Garden Tools,15.0,137.0,2055.0,0,0.0,2055.0
44655.0,Madhava Traders,Vijayawada,Krishna,Hoe Trowel with 12" Handle,Garden Tools,14.0,137.0,1918.0,0,0.0,1918.0
44655.0,Madhava Traders,Vijayawada,Krishna,D O E Set of 12,GPHT,4.0,634.27,2537.08,18,456.6744,2993.7544
44655.0,Madhava Traders,Vijayawada,Krishna,D O E Set of 8,GPHT,5.0,239.33,1196.65,18,215.397,1412.047
44655.0,Sri Durga Trading Co.,Bhimavaram,West Godavari,Shovels S Q 4 Light Weight ( Steel Handle),Agri,48.0,492.0,23616.0,0,0.0,23616.0
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,D O E Set of 8,GPHT,6.0,239.33,1435.98,18,258.4764,1694.4564
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,D O E Spanners 1/4 x 5/16,GPHT,20.0,26.4,528.0,18,95.03999999999999,623.04
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Ring Spanners 21 x 23,GPHT,20.0,129.21,2584.2000000000003,18,465.156,3049.356
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Pliers 8",GPHT,6.0,193.82,1162.92,18,209.3256,1372.2456000000002
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 10,GPHT,10.0,19.66,196.6,18,35.388,231.988
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 11,GPHT,10.0,26.4,264.0,18,47.519999999999996,311.52
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 12,GPHT,10.0,27.53,275.3,18,49.554,324.85400000000004
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 13,GPHT,10.0,30.9,309.0,18,55.61999999999999,364.62
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 15,GPHT,10.0,35.96,359.6,18,64.72800000000001,424.32800000000003
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 16,GPHT,10.0,45.51,455.09999999999997,18,81.91799999999999,537.0179999999999
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 17,GPHT,10.0,48.88,488.8,18,87.98400000000001,576.784
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 18,GPHT,10.0,57.87,578.6999999999999,18,104.166,682.866
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 19,GPHT,10.0,63.48,634.8,18,114.264,749.064
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 20,GPHT,10.0,76.4,764.0,18,137.52,901.52
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 21,GPHT,10.0,83.15,831.5,18,149.67000000000002,981.1700000000001
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Combination Spanners 22,GPHT,10.0,85.39,853.9,18,153.702,1007.602
44655.0,Sri Lakshmi Srinivasa Enterprises,Dharmavaram,West Godavari,Welding Electrodes 2.90 x 350,Welding Electrodes,60.0,236.58,14194.800000000001,18,2555.0640000000003,16749.864
44655.0,Janardhan Hardwares,Rajampeta,Cuddapah,25mm Crowbars,Agri,20.0,955.0,19100.0,0,0.0,19100.0
44655.0,Janardhan Hardwares,Rajampeta,Cuddapah,Powrah S N M 1.45,Agri,80.0,415.0,33200.0,0,0.0,33200.0
44655.0,Sree Leela Krishna Tractor Spares,Kandukur,Prakasam,Ring Spanners 24 x 26,GPHT,10.0,144.38,1443.8,18,259.884,1703.684
44655.0,Sree Leela Krishna Tractor Spares,Kandukur,Prakasam,Stillson Pipe Wrenches 24",GPHT,2.0,814.05,1628.1,18,293.058,1921.158
44655.0,Sree Leela Krishna Tractor Spares,Kandukur,Prakasam,S C H 013,GPHT,10.0,41.57,415.7,18,74.826,490.52599999999995
44655.0,Sree Leela Krishna Tractor Spares,Kandukur,Prakasam,S C H 014,GPHT,10.0,41.57,415.7,18,74.826,490.52599999999995
44655.0,Sree Leela Krishna Tractor Spares,Kandukur,Prakasam,S C H 016,GPHT,10.0,41.57,415.7,18,74.826,490.52599999999995
44655.0,Sree Leela Krishna Tractor Spares,Kandukur,Prakasam,S C H 017,GPHT,10.0,43.82,438.2,18,78.876,517.076
44655.0,Sree Leela Krishna Tractor Spares,Kandukur,Prakasam,GGN 001 Grease Gun - 410 mm,GPHT,11.0,378.09,4158.99,18,748.6181999999999,4907.6082
44655.0,Sree Leela Krishna Tractor Spares,Kandukur,Prakasam,Grease Gun Lever Type Rigid  G G N 004,GPHT,16.0,441.01,7056.16,18,1270.1088,8326.2688
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,D O E Spanners 6 x 7,GPHT,40.0,17.42,696.8000000000001,18,125.424,822.224
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,D O E Spanners 8 x 9,GPHT,50.0,18.54,927.0,18,166.85999999999999,1093.86
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,D O E Spanners 14 x 15,GPHT,100.0,28.65,2865.0,18,515.6999999999999,3380.7
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,D O E Spanners 18 x 19,GPHT,15.0,46.07,691.05,18,124.38900000000001,815.439
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,D O E Spanners 20 x 22,GPHT,20.0,56.18,1123.6,18,202.248,1325.848
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,D O E Set of 12,GPHT,5.0,634.27,3171.35,18,570.843,3742.1929999999998
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,Ring Spanners 6 x 7,GPHT,20.0,30.34,606.8,18,109.22399999999999,716.0239999999999
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,Ring Spanners 8 x 9,GPHT,20.0,36.52,730.4000000000001,18,131.472,861.8720000000001
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,Ring Spanners 18 x 19,GPHT,20.0,89.33,1786.6,18,321.58799999999997,2108.188
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,Ring Spanners 24 x 26,GPHT,20.0,144.38,2887.6,18,519.768,3407.368
44655.0,Sri Subrahmanyeswara Enterprises,Chintalapudi,West Godavari,D O E Spanners 10 x 11,GPHT,50.0,20.79,1039.5,18,187.10999999999999,1226.61
44655.0,Ambica Enterprises,Visakhapatnam,Visakhapatnam,D F S Hammers No.1,Agri,96.0,125.0,12000.0,18,2160.0,14160.0
44655.0,Ambica Enterprises,Visakhapatnam,Visakhapatnam,D F S Hammers No.4,Agri,24.0,344.0,8256.0,18,1486.08,9742.08
44655.0,Ambica Enterprises,Visakhapatnam,Visakhapatnam,D F S Hammers No.6,Agri,18.0,513.0,9234.0,18,1662.1200000000001,10896.12
44655.0,Ambica Enterprises,Visakhapatnam,Visakhapatnam,D F S Hammers No.10,Agri,6.0,866.0,5196.0,18,935.28,6131.28
44655.0,Ambica Enterprises,Visakhapatnam,Visakhapatnam,D F S Hammers No.16,Agri,3.0,1350.0,4050.0,18,729.0,4779.0
44656.0,Kumar Agencies,Vijayawada,Krishna,D O E Spanners 12 x 13,GPHT,50.0,23.6,1180.0,18,212.4,1392.4
44656.0,Kumar Agencies,Vijayawada,Krishna,D O E Spanners 8 x 9,GPHT,100.0,18.54,1854.0,18,333.71999999999997,2187.72
44656.0,Kumar Agencies,Vijayawada,Krishna,Ring Spanners 14 x 15,GPHT,100.0,60.11,6011.0,18,1081.9799999999998,7092.98
44656.0,Kumar Agencies,Vijayawada,Krishna,Ring Spanners 12 x 13,GPHT,100.0,48.88,4888.0,18,879.8400000000001,5767.84
44656.0,Kumar Agencies,Vijayawada,Krishna,Ring Spanners 18 x 19,GPHT,50.0,89.33,4466.5,18,803.97,5270.47
44656.0,Kumar Agencies,Vijayawada,Krishna,D O E Set of 12,GPHT,15.0,634.27,9514.05,18,1712.529,11226.579
44656.0,Kumar Agencies,Vijayawada,Krishna,Ring Set of 12,GPHT,8.0,1207.31,9658.48,18,1738.5264,11397.0064
44656.0,Kumar Agencies,Vijayawada,Krishna,Adjustable Wrenches 10",GPHT,12.0,238.77,2865.2400000000002,18,515.7432,3380.9832
44656.0,Kumar Agencies,Vijayawada,Krishna,Adjustable Wrenches 8",GPHT,12.0,173.6,2083.2,18,374.976,2458.176
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 008,GPHT,20.0,40.45,809.0,18,145.62,954.62
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 009,GPHT,20.0,40.45,809.0,18,145.62,954.62
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 010,GPHT,20.0,40.45,809.0,18,145.62,954.62
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 011,GPHT,20.0,40.45,809.0,18,145.62,954.62
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 012,GPHT,20.0,41.57,831.4,18,149.652,981.0519999999999
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 013,GPHT,20.0,41.57,831.4,18,149.652,981.0519999999999
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 014,GPHT,20.0,41.57,831.4,18,149.652,981.0519999999999
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 015,GPHT,20.0,41.57,831.4,18,149.652,981.0519999999999
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 016,GPHT,20.0,41.57,831.4,18,149.652,981.0519999999999
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 017,GPHT,20.0,43.82,876.4,18,157.752,1034.152
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 018,GPHT,20.0,43.82,876.4,18,157.752,1034.152
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 019,GPHT,20.0,43.82,876.4,18,157.752,1034.152
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 020,GPHT,20.0,50.0,1000.0,18,180.0,1180.0
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 021,GPHT,20.0,50.0,1000.0,18,180.0,1180.0
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 022,GPHT,20.0,56.18,1123.6,18,202.248,1325.848
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 023,GPHT,20.0,56.18,1123.6,18,202.248,1325.848
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 024,GPHT,20.0,65.73,1314.6000000000001,18,236.62800000000001,1551.228
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 027,GPHT,20.0,87.64,1752.8,18,315.504,2068.304
44656.0,Kumar Agencies,Vijayawada,Krishna,S C H 032,GPHT,20.0,100.56,2011.2,18,362.01599999999996,2373.216
44656.0,Sri Prasanthi Automobiles,Vijayawada,Krishna,Ring Set of 12,GPHT,8.0,1207.31,9658.48,18,1738.5264,11397.0064
44656.0,Sri Badhri Enterprises,Anantapur,Ananthapur,Combination Pliers 8",GPHT,54.0,193.82,10466.279999999999,18,1883.9304,12350.210399999998
44656.0,Sri Badhri Enterprises,Anantapur,Ananthapur,D O E Spanners 12 x 13,GPHT,50.0,23.6,1180.0,18,212.4,1392.4
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 6 x 7,GPHT,10.0,17.42,174.20000000000002,18,31.356,205.556
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 8 x 9,GPHT,10.0,18.54,185.39999999999998,18,33.372,218.772
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 12 x 13,GPHT,10.0,23.6,236.0,18,42.480000000000004,278.48
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 14 x 15,GPHT,10.0,28.65,286.5,18,51.56999999999999,338.07
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 16 x 17,GPHT,10.0,34.83,348.29999999999995,18,62.69399999999999,410.9939999999999
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 18 x 19,GPHT,10.0,46.07,460.7,18,82.926,543.626
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 20 x 22,GPHT,10.0,56.18,561.8,18,101.124,662.924
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 21 x 23,GPHT,10.0,70.23,702.3000000000001,18,126.41400000000002,828.714
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 24 x 27,GPHT,10.0,88.2,882.0,18,158.76,1040.76
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 24 x 26,GPHT,10.0,82.02,820.1999999999999,18,147.636,967.8359999999999
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 25 x 28,GPHT,10.0,97.75,977.5,18,175.95,1153.45
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,D O E Spanners 30 x 32,GPHT,5.0,123.03,615.15,18,110.72699999999999,725.877
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,T Socket Spanner 8 mm,GPHT,10.0,108.43,1084.3000000000002,18,195.17400000000004,1279.4740000000002
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,T Socket Spanner 9mm,GPHT,10.0,110.11,1101.1,18,198.198,1299.298
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,T Socket Spanner 12mm,GPHT,10.0,112.92,1129.2,18,203.25599999999997,1332.4560000000001
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,T Socket Spanner 13mm,GPHT,10.0,114.05,1140.5,18,205.29,1345.79
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,T Socket Spanner 14 mm,GPHT,10.0,116.85,1168.5,18,210.32999999999998,1378.83
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Combination Pliers 8",GPHT,6.0,193.82,1162.92,18,209.3256,1372.2456000000002
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 7/16 x 9/16,GPHT,10.0,142.7,1427.0,18,256.85999999999996,1683.86
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 6 x 7,GPHT,10.0,30.34,303.4,18,54.611999999999995,358.01199999999994
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 8 x 9,GPHT,10.0,36.52,365.20000000000005,18,65.736,430.93600000000004
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 12 x 13,GPHT,10.0,48.88,488.8,18,87.98400000000001,576.784
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 14 x 15,GPHT,10.0,60.11,601.1,18,108.198,709.298
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 18 x 19,GPHT,10.0,89.33,893.3,18,160.79399999999998,1054.094
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 21 x 23,GPHT,10.0,129.21,1292.1000000000001,18,232.578,1524.678
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 24 x 26,GPHT,10.0,144.38,1443.8,18,259.884,1703.684
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 24 x 27,GPHT,10.0,151.12,1511.2,18,272.01599999999996,1783.216
44656.0,Lakshmi Balaji Trading Company,Rajahmundry,East Godavari,Ring Spanners 25 x 28,GPHT,10.0,185.96,1859.6000000000001,18,334.728,2194.328
44656.0,Lakshmi Hardware & Building Material,Rajahmundry,East Godavari,Shovels S Q 4 Light Wt.,null,36.0,434.0,15624.0,0,0.0,15624.0
44656.0,N.V.V.Satyanarayana,Rajahmundry,East Godavari,Welding Electrodes 2.90 x 350,Welding Electrodes,24.0,236.58,5677.92,18,1022.0256,6699.9456
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,D O E Set of 12,GPHT,5.0,710.38,3551.9,18,639.342,4191.242
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,D O E Spanners 12 x 13,GPHT,20.0,26.43,528.6,18,95.148,623.748
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,D O E Spanners 16 x 17,GPHT,10.0,39.01,390.09999999999997,18,70.218,460.318
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,Ring Spanners 12 x 13,GPHT,20.0,54.74,1094.8,18,197.064,1291.864
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,Ring Spanners 18 x 19,GPHT,10.0,100.05,1000.5,18,180.09,1180.59
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,Ring Spanners 21 x 23,GPHT,5.0,144.72,723.6,18,130.248,853.848
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,Ring Spanners 24 x 26,GPHT,5.0,161.71,808.5500000000001,18,145.53900000000002,954.089
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,Welding Electrodes 2.90 x 350,Welding Electrodes,48.0,236.58,11355.84,18,2044.0512,13399.8912
44657.0,Siraj Tools & Hardwares,Madanapalli,chittore,D F S Hammers No.18,Agri,6.0,1465.0,8790.0,18,1582.1999999999998,10372.2
44657.0,Pallavi Agencies,Guntakal,Ananthapur,M F Ring Spanners 12 x 13,GPHT,50.0,45.93,2296.5,18,413.37,2709.87
44657.0,Pallavi Agencies,Guntakal,Ananthapur,M F Ring Spanners 10 x 11,GPHT,50.0,45.3,2265.0,18,407.7,2672.7
44657.0,Pallavi Agencies,Guntakal,Ananthapur,M F Ring Spanners 24 x 27,GPHT,15.0,134.02,2010.3000000000002,18,361.854,2372.154
44657.0,Pallavi Agencies,Guntakal,Ananthapur,M F Ring Spanners 30 X 32,GPHT,30.0,207.01,6210.299999999999,18,1117.8539999999998,7328.153999999999
44657.0,Pallavi Agencies,Guntakal,Ananthapur,L Socket Handle 12",GPHT,18.0,201.35,3624.2999999999997,18,652.3739999999999,4276.674
44657.0,Pallavi Agencies,Guntakal,Ananthapur,L Spanners 17,GPHT,6.0,119.55,717.3,18,129.11399999999998,846.414
44657.0,Pallavi Agencies,Guntakal,Ananthapur,M F D O E Spanners 24 x 27,GPHT,20.0,73.62,1472.4,18,265.032,1737.432
44657.0,Pallavi Agencies,Guntakal,Ananthapur,M F D O E Spanners 30 x 32,GPHT,50.0,99.42,4971.0,18,894.7799999999999,5865.78
44657.0,Pallavi Agencies,Guntakal,Ananthapur,M F D O E Spanners 20 x 22,GPHT,50.0,52.85,2642.5,18,475.65,3118.15
44657.0,Pallavi Agencies,Guntakal,Ananthapur,Stillson Pipe Wrenches 24",GPHT,2.0,911.73,1823.46,18,328.2228,2151.6828
44657.0,Pallavi Agencies,Guntakal,Ananthapur,Stillson Pipe Wrenches 12",GPHT,12.0,248.54,2982.48,18,536.8463999999999,3519.3264
44657.0,Pallavi Agencies,Guntakal,Ananthapur,Adjustable Wrenches 8",GPHT,20.0,194.43,3888.6000000000004,18,699.948,4588.548000000001
44657.0,Pallavi Agencies,Guntakal,Ananthapur,Adjustable Wrenches 10",GPHT,20.0,267.42,5348.400000000001,18,962.7120000000001,6311.112000000001
44657.0,Pallavi Agencies,Guntakal,Ananthapur,S C H 016,GPHT,10.0,46.56,465.6,18,83.808,549.408
44657.0,Sri Seetha Rama Hardwares,Ravulapalem,East Godavari,22mm Crowbars,Agri,12.0,792.0,9504.0,0,0.0,9504.0
44657.0,Sri Seetha Rama Hardwares,Ravulapalem,East Godavari,25mm Crowbars,Agri,10.0,955.0,9550.0,0,0.0,9550.0
44657.0,Sri Seetha Rama Hardwares,Ravulapalem,East Godavari,Shovels S Q 4 Light Weight ( Steel Handle),Agri,12.0,492.0,5904.0,0,0.0,5904.0
44657.0,Sri Surya Ganesh Hardware & Mill Stores,Amalapuram,West Godavari,Welding Electrodes 2.90 x 350,Welding Electrodes,60.0,236.58,14194.800000000001,18,2555.0640000000003,16749.864
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,Combination Spanners 10,GPHT,20.0,27.06,541.1999999999999,18,97.416,638.616
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,Combination Spanners 12,GPHT,20.0,30.83,616.5999999999999,18,110.98799999999999,727.5879999999999
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,Combination Spanners 13,GPHT,10.0,34.61,346.1,18,62.298,408.398
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,Combination Spanners 8,GPHT,10.0,22.02,220.2,18,39.635999999999996,259.836
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,D O E Set of 12,GPHT,5.0,710.38,3551.9,18,639.342,4191.242
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,Ring Set of 12,GPHT,5.0,1352.19,6760.950000000001,18,1216.971,7977.921
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,D O E Spanners 12 x 13,GPHT,10.0,26.43,264.3,18,47.574,311.874
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,D O E Spanners 14 x 15,GPHT,10.0,32.09,320.90000000000003,18,57.762,378.66200000000003
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,D O E Spanners 16 x 17,GPHT,10.0,39.01,390.09999999999997,18,70.218,460.318
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,D O E Spanners 18 x 19,GPHT,10.0,51.6,516.0,18,92.88,608.88
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,Ring Spanners 12 x 13,GPHT,10.0,54.74,547.4,18,98.532,645.932
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,Ring Spanners 14 x 15,GPHT,10.0,67.33,673.3,18,121.19399999999999,794.4939999999999
44658.0,Vetcha Vearraju & Sons,Rajahmundry,East Godavari,Ring Spanners 18 x 19,GPHT,10.0,100.05,1000.5,18,180.09,1180.59
44658.0,Sri Srinivasa Iron Stores,Gudivada,Krishna,Welding Electrodes 2.90 x 350,Welding Electrodes,24.0,236.58,5677.92,18,1022.0256,6699.9456
44658.0,Sri Venkateswara Agencies,Nuzvid,Krishna,Welding Electrodes 2.90 x 350,Welding Electrodes,24.0,236.58,5677.92,18,1022.0256,6699.9456
44658.0,Pallavi Agencies,Guntakal,Ananthapur,Ring Spanners 14 x 15,GPHT,50.0,67.33,3366.5,18,605.9699999999999,3972.47
44658.0,Pallavi Agencies,Guntakal,Ananthapur,Ring Spanners 24 x 26,GPHT,20.0,161.71,3234.2000000000003,18,582.1560000000001,3816.356
44658.0,Pallavi Agencies,Guntakal,Ananthapur,Ring Spanners 21 x 23,GPHT,30.0,144.72,4341.6,18,781.4879999999999,5123.088000000001
44658.0,Pallavi Agencies,Guntakal,Ananthapur,D O E Spanners 12 x 13,GPHT,100.0,26.43,2643.0,18,475.73999999999995,3118.74
44658.0,Pallavi Agencies,Guntakal,Ananthapur,D O E Spanners 21 x 23,GPHT,50.0,78.65,3932.5000000000005,18,707.85,4640.35
44658.0,Pallavi Agencies,Guntakal,Ananthapur,D O E Spanners 30 x 32,GPHT,50.0,137.8,6890.000000000001,18,1240.2,8130.200000000001
44658.0,S L V Enterprises,Kakinada,East Godavari,Plier Wire Stripper - 5" Insulated,GPHT,10.0,47.19,471.9,18,84.942,556.842
44658.0,S L V Enterprises,Kakinada,East Godavari,Soft Faced Hammer 30mm,GPHT,4.0,157.3,629.2,18,113.256,742.456
44658.0,S L V Enterprises,Kakinada,East Godavari,S H R 01,GPHT,10.0,561.24,5612.4,18,1010.232,6622.632
44658.0,S L V Enterprises,Kakinada,East Godavari,S C E 002,GPHT,10.0,112.92,1129.2,18,203.25599999999997,1332.4560000000001
44658.0,S L V Enterprises,Kakinada,East Godavari,S C E 003,GPHT,10.0,162.36,1623.6000000000001,18,292.24800000000005,1915.8480000000002
44658.0,S L V Enterprises,Kakinada,East Godavari,S H T 01,GPHT,10.0,239.33,2393.3,18,430.794,2824.094
44658.0,S L V Enterprises,Kakinada,East Godavari,Socket Set 1/4" SD-46pcs,GPHT,1.0,1460.12,1460.12,18,262.8216,1722.9415999999999
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 010,GPHT,10.0,40.45,404.5,18,72.81,477.31
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 012,GPHT,10.0,41.57,415.7,18,74.826,490.52599999999995
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 013,GPHT,10.0,41.57,415.7,18,74.826,490.52599999999995
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 014,GPHT,10.0,41.57,415.7,18,74.826,490.52599999999995
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 015,GPHT,10.0,41.57,415.7,18,74.826,490.52599999999995
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 016,GPHT,10.0,41.57,415.7,18,74.826,490.52599999999995
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 017,GPHT,10.0,43.82,438.2,18,78.876,517.076
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 022,GPHT,10.0,56.18,561.8,18,101.124,662.924
44658.0,S L V Enterprises,Kakinada,East Godavari,S C H 024,GPHT,10.0,65.73,657.3000000000001,18,118.31400000000001,775.614
44658.0,S L V Enterprises,Kakinada,East Godavari,D O E Spanners 8 x 9,GPHT,10.0,18.54,185.39999999999998,18,33.372,218.772
44658.0,S L V Enterprises,Kakinada,East Godavari,D O E Spanners 12 x 13,GPHT,30.0,23.6,708.0,18,127.44000000000001,835.44
44658.0,S L V Enterprises,Kakinada,East Godavari,D O E Spanners 16 x 17,GPHT,20.0,34.83,696.5999999999999,18,125.38799999999998,821.9879999999998
44658.0,S L V Enterprises,Kakinada,East Godavari,D O E Spanners 18 x 19,GPHT,20.0,46.07,921.4,18,165.852,1087.252
44658.0,S L V Enterprises,Kakinada,East Godavari,D O E Spanners 24 x 26,GPHT,10.0,82.02,820.1999999999999,18,147.636,967.8359999999999
44658.0,S L V Enterprises,Kakinada,East Godavari,Ring Spanners 6 x 7,GPHT,10.0,30.34,303.4,18,54.611999999999995,358.01199999999994
44658.0,S L V Enterprises,Kakinada,East Godavari,Ring Spanners 8 x 9,GPHT,10.0,36.52,365.20000000000005,18,65.736,430.93600000000004
44658.0,S L V Enterprises,Kakinada,East Godavari,Ring Spanners 12 x 13,GPHT,30.0,48.88,1466.4,18,263.952,1730.352
44658.0,S L V Enterprises,Kakinada,East Godavari,Ring Spanners 14 x 15,GPHT,30.0,60.11,1803.3,18,324.594,2127.894
44658.0,S L V Enterprises,Kakinada,East Godavari,Ring Spanners 18 x 19,GPHT,20.0,89.33,1786.6,18,321.58799999999997,2108.188
44658.0,S L V Enterprises,Kakinada,East Godavari,Ring Spanners 21 x 23,GPHT,10.0,129.21,1292.1000000000001,18,232.578,1524.678
44658.0,S L V Enterprises,Kakinada,East Godavari,Ring Spanners 24 x 26,GPHT,10.0,144.38,1443.8,18,259.884,1703.684
